Brandname,Productname,Colors,Sizes,Description,Materials,Maintenance,RegularPrice,CurrentPrice
Maximo,Strumpfhose mit Stretch-Anteil,Rosa meliert|Rot|Pink,56|62|68,Baby Strumpfhose von MaxiMo|Baumwoll-Mix mit Elasthan-Anteil|Körpernahe Passform|Feines Maschenbild|Oberer Teil feingerippt|Elastischer Bund|Farbe Rosa meliert|Artikelnummer 8914059,"Hauptmaterial 1: 80% Baumwolle, 18% Polyamid, 2% Elasthan", Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung| Schonwaschgang 40°,9.95,4.95
Review for Kids,Stone Washed Slim Fit Jeans im Destroyed Look ,Jeans,92|98|104|110|116|122|128|134|140,Kinder 5-Pocket-Jeans von REVIEW for Kids|Baumwoll-Elasthan-Mix|Destroyed Look |Slim Fit |Skinny Leg|Regulierbare Bundweite |Knopf- und Reißverschluss |Label-Patch|Innenbeinlänge bei Größe 116: 51 cm|Bundweite bei Größe 116: 52 cm |Farbe Jeans|Artikelnummer 9633619,"Hauptmaterial 1: 99% Baumwolle, 1% Elasthan"," Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",25.95,25.95
G.O.L.,Slim Fit Hemd aus Baumwolle,Weiß|Schwarz|Hellblau,128|134|140|146|152|158|164|170|176,Teenager Hemd von G.O.L.|Reine Baumwolle|Slim Fit|Umlegekragen|Knopfleiste|1-Knopf-Manschetten|Rückenlänge bei Größe 164: 68 cm |Schulterbreite bei Größe 164: 41 cm |Ärmellänge bei Größe 164: 61 cm |Farbe Weiß|Artikelnummer 9587451,Hauptmaterial 1: 100% Baumwolle," Schonwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",29.95,29.95
Review for Kids,Stone Washed Slim Fit 5-Pocket-Jeans mit Nieten,Jeans,92|98|104|110|116|122|128|134|140,Kinder 5-Pocket-Jeans von REVIEW for Kids|Baumwollmischung mit Stretch-Anteil|Stone Washed |Slim Fit |Skinny Leg|Regulierbare Bundweite |Nietenbesatz|Label-Patch|Knopf- und Reißverschluss|Innenbeinlänge bei Größe 116: 48 cm|Bundweite bei Größe 116: 48 cm|Farbe Jeans|Artikelnummer 9561005,"Hauptmaterial 1: 98% Baumwolle, 2% Elasthan"," Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",25.95,19.95
G.O.L.,Regular Fit Hemd mit Brusttasche,Weiß|Mittelgrau|Royalblau|Rot,128|134|140|146|152|158|164|170|176,Teenager Hemd von G.O.L.|Materialmischung mit Baumwoll-Anteil|Regular Fit|Umlegekragen|Aufgesetzte Brusttasche|Aufgesetzte Knopfleiste|1-Knopf-Manschetten|Rückenlänge bei Größe 128: 55 cm |Schulterbreite bei Größe 128: 36 cm |Ärmellänge bei Größe 128: 45 cm |Farbe Royalblau|Artikelnummer 9587460,"Hauptmaterial 1: 65% Polyester, 35% Baumwolle"," Schonwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",25.95,25.95
Mayoral,Bolero mit Lochmuster,Dunkelblau|Rosa|Apricot|Offwhite,104|4|110|5|116|6|122|7|128|8|134|9,Kinder Bolero von Mayoral|Baumwollmischung mit Stretch-Anteil|Gerader Schnitt|Feinstrick|Rundhalsausschnitt|Knopfverschluss|Lochmuster an Ausschnitt und Saum|Made in Europe|Rückenlänge bei Größe 7: 21 cm|Ärmellänge bei Größe 7: 41 cm|Farbe Rosa|Artikelnummer 9626055,"Hauptmaterial 1: 80% Baumwolle, 17% Polyamid, 3% Elasthan"," Normalwaschgang 30°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",24.95,24.95
Ralph Lauren Childrenswear,T-Shirt mit Logo-Stickerei,Weiß|Dunkelblau,110|5|116|6|128|7|92|2T|98|3T|104|4T,Kinder T-Shirt von Ralph Lauren Childrenswear|Reine Baumwolle|Rundhalsausschnitt|Kleine Logo-Stickerei|Rückenlänge bei Größe 4T: 44 cm|Farbe Dunkelblau|Artikelnummer 9556093,Hauptmaterial 1: 100% Baumwolle," Normalwaschgang 40°| Nur Sauerstoffbleiche zulässig / keine Chlorbleiche| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",19.95,19.95
Review for Teens,Skinny Fit Jeans im Destroyed Look,Jeans,146|152|158|164|170|176,"Teenager 5-Pocket-Jeans von REVIEW for Teens|Baumwoll-Elasthan-Mix|Destroyed Look|Skinny Fit|Regulierbare Bundweite|Knopf- und Reißverschluss|Ausgefranste Beinabschlüsse|Label-Patch|Innenbeinlänge bei Größe 152: 60,5 cm|Bundweite bei Größe 152: 62 cm|Farbe Jeans|Artikelnummer 9633686","Hauptmaterial 1: 98% Baumwolle, 2% Elasthan", Normalwaschgang 30°| Nicht bleichen| Kein Trockner| Mäßig heiß bügeln| Keine chemische Reinigung,29.95,29.95
Review for Teens,Skinny Fit Jeans im Destroyed Look,Jeans,146|152|158|164|170|176,"Teenager 5-Pocket-Jeans von REVIEW for Teens|Baumwoll-Elasthan-Mix|Destroyed Look|Skinny Fit|Regulierbare Bundweite|Knopf- und Reißverschluss|Ausgefranste Beinabschlüsse|Label-Patch|Innenbeinlänge bei Größe 152: 60,5 cm|Bundweite bei Größe 152: 62 cm|Farbe Jeans|Artikelnummer 9633686","Hauptmaterial 1: 98% Baumwolle, 2% Elasthan", Normalwaschgang 30°| Nicht bleichen| Kein Trockner| Mäßig heiß bügeln| Keine chemische Reinigung,29.95,29.95
Ralph Lauren Childrenswear,T-Shirt mit Logo-Stickerei,Weiß|Dunkelblau,110|5|116|6|128|7|92|2T|98|3T|104|4T,Kinder T-Shirt von Ralph Lauren Childrenswear|Reine Baumwolle|Rundhalsausschnitt|Kleine Logo-Stickerei|Rückenlänge bei Größe 4T: 44 cm|Farbe Dunkelblau|Artikelnummer 9556093,Hauptmaterial 1: 100% Baumwolle," Normalwaschgang 40°| Nur Sauerstoffbleiche zulässig / keine Chlorbleiche| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",19.95,19.95
United Colors of Benetton,Leggings mit Schmetterlingen aus Ziersteinen,Dunkelblau,116|S|128|M|140|L,Kinder Leggings von United Colors of Benetton|Baumwoll-Elasthan-Mix|Körpernaher Schnitt|Elastischer Bund|Schmetterlinge aus Ziersteinen|Innenbeinlänge bei Größe S: 54 cm|Farbe Dunkelblau|Artikelnummer 9570624,"Hauptmaterial 1: 95% Baumwolle, 5% Elasthan"," Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung| Hängend trocknen| Im Schatten trocknen",15.95,15.95
Mayoral,Bolero mit Lochmuster,Dunkelblau|Rosa|Apricot|Offwhite,104|4|110|5|116|6|122|7|128|8|134|9,Kinder Bolero von Mayoral|Baumwollmischung mit Stretch-Anteil|Gerader Schnitt|Feinstrick|Rundhalsausschnitt|Knopfverschluss|Lochmuster an Ausschnitt und Saum|Made in Europe|Rückenlänge bei Größe 7: 21 cm|Ärmellänge bei Größe 7: 41 cm|Farbe Apricot|Artikelnummer 9626056,"Hauptmaterial 1: 80% Baumwolle, 17% Polyamid, 3% Elasthan"," Normalwaschgang 30°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",24.95,24.95
Ralph Lauren Childrenswear,Sweatjacke mit Logo-Stickerei,Mittelgrau meliert|Dunkelblau,M|L|XL,Teenager Sweatjacke von Ralph Lauren Childrenswear|Baumwollmischung|Gerader Schnitt|Kapuze|Reißverschluss|Logo-Stickerei|Eingrifftaschen|Gerippte Abschlüsse an Ärmeln und Saum|Fleecefutter|Rückenlänge bei Größe M: 54 cm|Ärmellänge bei Größe M: 58 cm|Farbe Mittelgrau meliert|Artikelnummer 9555979,"Hauptmaterial 1: 87% Baumwolle, 13% Polyester"," Normalwaschgang 30°| Nur Sauerstoffbleiche zulässig / keine Chlorbleiche| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",69.95,69.95
Review for Kids,Coloured Slim Fit Jeans mit gesteppten Einsätzen,Mint|Rosa,92|98|104|110|116|122|128|134|140,Kinder 5-Pocket-Jeans von REVIEW for Kids|Baumwoll-Elasthan-Mix|Coloured Denim|Slim Fit|Regulierbare Knopfriegel am Bund|Knopf- und Reißverschluss|Gesteppte Einsätze|Innenbeinlänge bei Größe 116: 53 cm|Bundweite bei Größe 116: 50 cm|Farbe Mint|Artikelnummer 9590466,"Hauptmaterial 1: 97% Baumwolle, 3% Elasthan"," Normalwaschgang 40°| Nicht bleichen| Kein Trockner| Mäßig heiß bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",29.95,29.95
SANETTA,Panty mit elastischem Bündchen,Weiß|Schwarz,116|128|140|152|164|176,Teenagerpanty von Sanetta|Baumwoll-Elasthan-Mix|Figurbetonte Passform|Elastisches Bündchen|Farbe Schwarz|Artikelnummer 9432247,"Hauptmaterial 1: 95% Baumwolle, 5% Elasthan", Normalwaschgang 60°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,8.95,8.95
Review for Kids,Bermudas aus Denim,Jeans,92|98|104|110|116|122|128|134|140,Kinder Bermudas von REVIEW for Kids|Baumwollmischung mit Stretch-Anteil|Denim |Stone Washed Look|Haken- und Reißverschluss|Regulierbare Bundweite|Kontrastnähte|Label-Patch|Bundweite bei Größe 116: 50 cm|Farbe Jeans|Artikelnummer 9588351,"Hauptmaterial 1: 77% Baumwolle, 22% Polyester, 1% Elasthan"," Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",25.95,25.95
SANETTA,Shirt aus Bio-Baumwolle mit Pferde-Print,Weiß,92|104|128,"Kindershirt von Sanetta|Reine Baumwolle (Bio)|Ärmellos|Seamless|Gerippter Rundhalsausschnitt|Gerippte Abschlüsse an den Armlöchern|Pferde-Print|Ökotex Standard 100|Trocknerbeständig|Rückenlänge bei Größe 116: 37,5 cm |Farbe Weiß|Artikelnummer 9433254",Hauptmaterial 1: 100% Baumwolle, Normalwaschgang 40°| Nicht bleichen| Kein Trockner| Mäßig heiß bügeln| Keine chemische Reinigung,9.95,9.95
Tom Tailor,Stone Washed Comfy Fit 5-Pocket-Jeans,Jeans,140|146|152|158|164|170|176,Teenager 5-Pocket-Jeans von TOM TAILOR|Baumwollmischung|Modell Ryan|Stone Washed |Comfy Fit|Knopf- und Reißverschluss|Innenbeinlänge bei Größe 152: 66 cm|Bundweite bei Größe 152: 70 cm|Farbe Jeans|Artikelnummer 9587904,"Hauptmaterial 1: 98% Baumwolle, 2% Elasthan"," Normalwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",39.95,39.95
SANETTA,Tanktop mit V-Ausschnitt,Blau,140|152|164,Teenager Tanktop von Sanetta|Baumwoll-Elasthan-Mix|Weiches Material|V-Ausschnitt|Rückenlänge bei Größe 152: 55 cm |Farbe Blau|Artikelnummer 9433202,"Hauptmaterial 1: 95% Baumwolle, 5% Elasthan", Normalwaschgang 60°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,9.95,9.95
Mayoral,Kleid mit Punktemuster,Dunkelblau,92|2|98|3|104|4|110|5|122|7|128|8|134|9,Kinder Kleid von Mayoral|Reine Baumwolle|Rundhalsausschnitt|Nahtreißverschluss auf der Rückseite|Kurze Kappärmel|Zierschleife|Ausgestellter Rockteil mit Kellerfalten|Punktemuster|Eingearbeitetes Unterkleid|Made in Europe|Rückenlänge bei Größe 6: 57 cm|Farbe Dunkelblau|Artikelnummer 9626050,"Hauptmaterial 1: 100% Baumwolle|Futter 1: 65% Polyester, 35% Baumwolle"," Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Mäßig heiß bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",49.95,49.95
SANETTA,Bustier mit elastischem Bündchen,Weiß|Schwarz,128|140|176,Teenagerbustier von Sanetta|Baumwoll-Elasthan-Mix|Schmale Träger|Elastisches Bündchen|Farbe Weiß|Artikelnummer 9432248,"Hauptmaterial 1: 95% Baumwolle, 5% Elasthan", Normalwaschgang 60°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,9.95,9.95
G.O.L.,Slim Fit 5-Pocket-Hose mit Stretch-Anteil,Marineblau|Schwarz|Sand,140|146|152|158|164|170|176,Teenager 5-Pocket-Hose von G.O.L.|Baumwoll-Elasthan-Mix|Slim Fit |Regulierbarer Bund|Knopf- und Reißverschluss|Ziernieten an den Taschen |Ziernähte auf den Gesäßtaschen|Label-Patch |Innenbeinlänge bei Größe 152: 69 cm|Bundweite bei Größe 152: 58 cm |Farbe Marineblau|Artikelnummer 9587497,"Hauptmaterial 1: 97% Baumwolle, 3% Elasthan"," Normalwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",39.95,39.95
Eisend,Kommunionskleid mit Rosen-Applikationen,Ecru,116|122|128|134|140|146|152,"Kinder Kommunionskleid von Eisend Kids|Satin|Ärmelloser, ausgestellter Schnitt|Rundhalsausschnitt|Verdeckter Reißverschluss auf der Rückseite|Rosen-Applikationen im Taillenbereich|Band zum Binden auf der Rückseite|Abgesetzter Rockteil aus Chiffon mit Raffungen|Muschelsaum mit Zierborten aus Häkelspitze|Eingearbeitetes Unterkleid mit Tüllbesatz|Gesamtlänge bei Größe 128: 85 cm|Farbe Ecru|Artikelnummer 9568421","Hauptmaterial 1: 50% Polyester, 50% Nylon|Futter 1: 100% Polyester"," Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",64.95,64.95
G.O.L.,2-Knopf-Sakko mit Webmuster,Royalblau,140|146|152|158|164|170|176,Teenager Sakko von G.O.L.|Materialmischung mit Viskose- und Stretch-Anteil|Feines Webmuster|Fallendes Revers|2-Knopf-Leiste|Brustleistentasche|Paspelierte Pattentaschen|Innentasche|Zierknöpfe an den Ärmelabschlüssen|Zwei Rückenschlitze|Leichtes Futter|Rückenlänge bei Größe 152: 57 cm |Schulterbreite bei Größe 152: 35 cm |Ärmellänge bei Größe 152: 55 cm |Farbe Royalblau|Artikelnummer 9587432,"Hauptmaterial 1: 72% Polyester, 25% Viskose, 3% Elasthan"," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",109.95,109.95
Review for Teens,Jeansshorts mit Aufnähern,Jeans,140|146|152|158|164|170|176,Teenager Jeansshorts von REVIEW for Teens|Baumwoll-Elasthan-Mix|Stone Washed |Regulierbare Bundweite|Knopf- und Reißverschluss|5-Pocket-Design|Ausgefranste Beinabschlüsse|Label-Patch|Aufnäher|Bundweite bei Größe 152: 68 cm|Farbe Jeans|Artikelnummer 9633702,"Hauptmaterial 1: 98% Baumwolle, 2% Elasthan", Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Mäßig heiß bügeln| Keine chemische Reinigung,29.95,29.95
Eisend,Kommunionskleid mit floralen Stickereien,Rosé|Rot,116|122|128|134|140|146|152,"Kinder Kommunionskleid von Eisend Kids|Satin mit floralen Stickereien|Ärmelloser, ausgestellter Schnitt|Karree-Ausschnitt|Verdeckter Reißverschluss auf der Rückseite|Doppellagige Taillenpasse mit abnehmbarer Blüten-Applikation|Schnürung auf der Rückseite|Rockteil aus Chiffon mit Raffungen|Muschelsaum|Eingearbeitetes Unterkleid mit Tüllbesatz|Rückenlänge bei Größe 116: 77,5 cm|Farbe Rot|Artikelnummer 9568424",Hauptmaterial 1: 100% Polyester," Spezialschonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",64.95,64.95
G.O.L.,Slim Fit Hemd mit New Kent Kragen,Marineblau|Mittelgrau,140|146|152|158|164|170|176,Teenager Hemd von G.O.L.|Baumwollmischung|Slim Fit|New Kent Kragen|Knopfleiste|Sportmanschetten|Eingewebtes Punktemuster|Kontrastausputz |Rückenlänge bei Größe 152: 62 cm |Schulterbreite bei Größe 152: 36 cm |Ärmellänge bei Größe 152: 53 cm |Farbe Mittelgrau|Artikelnummer 9587477,"Hauptmaterial 1: 60% Baumwolle, 40% Polyester"," Schonwaschgang 40°| Nicht bleichen| Kein Trockner| Mäßig heiß bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",39.95,39.95
Review for Teens,Coloured Slim Fit 5-Pocket-Jeans,Altrosa|Türkis|Schwarz|Mittelgrau,140|146|152|158|164|170|176,Teenager 5-Pocket-Jeans von REVIEW for Teens|Baumwoll-Elasthan-Mix|Coloured Denim|Slim Fit|Skinny Leg|Knopf- und Reißverschluss|Label-Patch am Bund|Innenbeinlänge bei Größe 152: 73 cm|Bundweite bei Größe 152: 62 cm|Farbe Türkis|Artikelnummer 9560886,"Hauptmaterial 1: 98% Baumwolle, 2% Elasthan"," Normalwaschgang 40°| Nicht bleichen| Kein Trockner| Mäßig heiß bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",29.95,19.95
Aigle,Chelsea Boots mit Gummisohle,Dunkelbraun,28|29|30|31|32|33|34,Kinder Chelsea Boots von Aigle|Strapazierfähiges Material|Gummisohle|Abgerundete Spitze|Überknöchelhoher Schaft|Elastischer Einsatz am Schaft|Sohlenhöhe: 2 cm|Farbe Dunkelbraun|Artikelnummer 9483414,,,79.95,59.95
Review for Teens,Slim Fit Hose mit regulierbarer Bundweite,Rauchblau|Rosa|Olivgrün,140|146|152|158|164|170|176,"Teenager 5-Pocket-Hose von Review Fourteen|Baumwollmischung mit Stretch-Anteil|Weiches, elastisches Material|Slim Fit|Skinny Leg|Regulierbare Bundweite|Knopf- und Reißverschluss|Label-Patch auf der Rückseite|Innenbeinlänge bei Größe 152: 74 cm|Bundweite bei Größe 152: 62 cm|Farbe Olivgrün|Artikelnummer 9494484","Hauptmaterial 1: 98% Baumwolle, 2% Elasthan"," Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",29.95,14.95
Cars,Steppjacke mit abnehmbarer Kapuze,Dunkelblau,140|10|152|12|164|14|176|16,"Teenager Steppjacke von Cars|Strapazierfähiges Material|Modell Sandy|Wattierung|Abnehmbare Kapuze|Paspelierter Reißverschluss in Kontrastfarbe|Storm Cuffs|Zwei Eingrifftaschen mit Reißverschluss|Eine Innentasche|Steppnähte|Rückenlänge bei Größe 10: 55 cm|Schulterbreite bei Größe 10: 32 cm|Ärmellänge bei Größe 10: 53,5 cm|Farbe Dunkelblau|Artikelnummer 9487501",Hauptmaterial 1: 100% Polyester|Futter 1: 100% Polyester|Wattierung: 100% Polyester," Normalwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",69.95,49.95
Review for Teens,Bomber mit Ärmeltasche,Schwarz|Olivgrün|Marineblau,140|152|164|176,Teenager Bomber von REVIEW for Teens|Strapazierfähige Baumwollmischung|Gerippter Stehkragen|Reißverschluss|Seitliche Eingrifftaschen mit Knopfverschluss |Ärmeltasche mit Reißverschluss |Gerippte Bundabschlüsse|Leichtes Futter|Rückenlänge bei Größe 152: 58 cm |Schulterbreite bei Größe 152: 40 cm |Ärmellänge bei Größe 152: 59 cm |Farbe Marineblau|Artikelnummer 9588266,"Hauptmaterial 1: 53% Baumwolle, 43% Nylon|Futter 1: 100% Polyester"," Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",49.95,39.95
SANETTA,Unterhemd mit Sternenmuster im Vintage Look,Weiß,140|152|164|176,Teenager Unterhemd von Sanetta|Baumwollmischung mit Stretch-Anteil |Leicht taillierter Schnitt|Rundhalsausschnitt mit Zierschleife |Ärmellos|Sternenmuster im Vintage Look|Rückenlänge bei Größe 152: 55 cm|Farbe Weiß|Artikelnummer 9522823,"Hauptmaterial 1: 95% Baumwolle, 5% Elasthan", Normalwaschgang 60°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,12.95,12.95
Tom Tailor,Hoodie mit Känguru-Tasche,Dunkelrot meliert,140|152|164|176,Teenager Hoodie von TOM TAILOR|Reine Baumwolle|Kapuze mit kurzem Reißverschluss|Känguru-Tasche|Rippenbündchen an Ärmeln und Saum|Rückenlänge bei Größe 152: 60 cm|Ärmellänge bei Größe 152: 56 cm|Farbe Dunkelrot meliert|Artikelnummer 9540317,Hauptmaterial 1: 100% Baumwolle, Normalwaschgang 40°| Nicht bleichen| Kein Trockner| Mäßig heiß bügeln| Keine chemische Reinigung,39.95,19.95
SANETTA,Slip im 2er-Pack ,Marineblau,92|104|116|128,Kinder Slip von Sanetta|Baumwoll-Elasthan-Mix|Elastischer Bund mit Kontraststreifen|Elastische Beinausschnitte|Ein gestreiftes Modell mit Automuster|Oeko-Tex® Standard 100|Made in Europe|2er-Pack|Farbe Marineblau|Artikelnummer 9523123,"Hauptmaterial 1: 95% Baumwolle, 5% Elasthan", Normalwaschgang 60°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,15.95,9.95
Tom Tailor,Longsleeve in Melangeoptik,Hellgrau meliert,140|152|164|176,Teenager Longsleeve von TOM TAILOR|Baumwoll-Viskose-Mix|Gerader Schnitt|Rundhalsausschnitt mit Kontrasteinsatz|Melangeoptik|Rückenlänge bei Größe 152: 67 cm|Ärmellänge bei Größe 152: 54 cm|Farbe Hellgrau meliert|Artikelnummer 9540292,"Hauptmaterial 1: 90% Baumwolle, 10% Viskose"," Normalwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",17.95,12.95
Review for Teens,Sweatshirt mit Sternen aus Ziersteinen,Bordeaux Rot meliert,140|152|164|176,Teenager Sweatshirt von Review Fourteen|Baumwollmischung |Lockerer Schnitt|Kapuze |Lange Raglanärmel |Zwei seitliche Eingrifftaschen |Sterne aus Ziersteinen |Meliert|Rückenlänge bei Größe 152: 53 cm |Farbe Bordeaux Rot meliert|Artikelnummer 9494508,"Hauptmaterial 1: 50% Baumwolle, 50% Polyester"," Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",35.95,24.95
Ralph Lauren Childrenswear,Poloshirt aus Baumwoll-Piqué,Weiß|Schwarz|Hellgrau meliert,S|M|L|XL,Teenager Poloshirt von Ralph Lauren Childrenswear|Reine Baumwolle|Piqué |Umlegekragen |Kurze Knopfleiste|Logo-Stickerei auf Brusthöhe|Rückenlänge bei Größe 152: 56 cm |Farbe Hellgrau meliert|Artikelnummer 9521138,Futter 1: 100% Baumwolle," Normalwaschgang 30°| Nur Sauerstoffbleiche zulässig / keine Chlorbleiche| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",39.95,29.95
Review for Teens,Jogpants mit Allover-Muster,Schwarz|Marineblau,140|152|164|176,Teenager Jogpants von REVIEW for Teens|Reine Baumwolle|Schmal zulaufendes Bein|Elastischer Bund mit Tunnelzug|Zwei Eingrifftaschen|Allover-Muster|Innenbeinlänge bei Größe 152: 65 cm|Farbe Schwarz|Artikelnummer 9633749,Hauptmaterial 1: 100% Baumwolle," Normalwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",15.95,15.95
Bench,Blouson mit Webpelzbesatz,Schwarz,140|152|164|176,Teenager Blouson von Bench|Strapazierfähige Baumwollmischung|Reguläre Passform|Kapuze mit Webpelzbesatz|Durchgehender Reißverschluss mit Klettverschlussblende|Eine Brustleistentasche mit Druckknopfverschluss|Zwei aufgesetzte Pattentaschen mit Klettverschluss|Daumenlöcher an den Ärmelabschlüssen|Rippenbündchen an Ärmeln und Saum|Fleecefutter|Reflektierende Details|Rückenlänge bei Größe 152: 56 cm|Schulterbreite bei Größe 152: 38 cm|Ärmellänge bei Größe 152: 58 cm|Farbe Schwarz|Artikelnummer 9521469,"Hauptmaterial 1: 65% Polyester, 25% Baumwolle, 10% Polyamid|Futter 1: 100% Polyester|Füllung: 100% Polyester|Ripp: 97% Polyester, 3% Elasthan"," Schonwaschgang 30°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",99.95,79.95
Review for Teens,Shirt mit überschnittenen Schultern - gestreift,Blau meliert,140|152|164|176,Teenager Shirt von REVIEW for Teens|Baumwollmischung|Lockerer Schnitt|Streifenmuster|Rundhalsausschnitt|Metall-Logo auf Brusthöhe|Gummizug am Saum|Überschnittene Schultern|Lange Ärmel|Rückenlänge bei Größe 152: 57 cm|Farbe Blau meliert|Artikelnummer 9545542,"Hauptmaterial 1: 60% Baumwolle, 40% Polyester", Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,19.95,9.95
