Brandname,Productname,Colors,Sizes,Description,Materials,Maintenance,RegularPrice,CurrentPrice
Müller Headwear,Strickmütze im Rippenstrick,Schwarz|Silber|Marineblau,OS|1,Herren Strickmütze von Müller Headwear|Materialmischung mit Woll-Anteil|Rippenstrick|Umschlag|Meliert|Farbe Silber|Artikelnummer 9541885,"Hauptmaterial 1: 70% Polyacryl, 30% Wolle", Handwäsche| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,15.95,9.95
Boss,Manschettenknöpfe in runder Form,Schwarz|Weiß,OS|1SIZE,Herren Manschettenknöpfe von BOSS|Metall|Modell Jannino|Runde Form|Logo-Prägung|Farbe Schwarz|Artikelnummer 9502912,,,69.95,69.95
Montego,Krawatte aus Seide mit Webmuster,Bordeaux Rot|Bleu,OS|1,Herren Krawatte von MONTEGO|Reine Seide|Klassische Form|Feines Webmuster|Leicht schimmernde Textur|Breite: 7 cm|Farbe Bordeaux Rot|Artikelnummer 9619896,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",19.95,19.95
Tommy Hilfiger,Geldbörse aus echtem Leder,Dunkelbraun|Schwarz,OS,Herren Geldbörse von Tommy Hilfiger |Echtes Leder|Modell Eton Mini |Umschlagbörse|Münzfach mit Druckknopfverschluss |Ein Scheinfach |Elf Kartenfächer |Logo-Applikation|Höhe: 7 cm |Breite: 11 cm|Tiefe: 3 cm |Farbe Schwarz|Artikelnummer 9525675,Hauptmaterial 1: 100% Leder,,64.95,64.95
Montego,Schal mit Streifen und Fransen,Bordeaux Rot|Anthrazit|Taupe,OS|1,"Herren Schal von MONTEGO|Weiches, wärmendes Material|Rippenstrick|Streifenmuster|Fransenabschluss|190 x 33 cm|Farbe Anthrazit|Artikelnummer 9558588",Hauptmaterial 1: 100% Polyacryl," Handwäsche| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",25.95,9.95
Hugo,Einstecktuch aus reiner Seide,Bleu|Hellblau|Bleu|Marineblau|Blau,OS|1SIZE,Herren Einstecktuch von HUGO|Reine Seide|Eingefasste Nahtabschlüsse|Allover-Muster|Made in Italy|33 x 33 cm|Farbe Marineblau|Artikelnummer 9584275,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",29.95,29.95
Drykorn,Krawatte aus Seide mit Webstruktur,Mittelgrau,OS|1,Herren Krawatte von Drykorn|Reine Seide|Schmale Form|Feine Webstruktur|Breite: 5 cm|Farbe Mittelgrau|Artikelnummer 9524186,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",49.95,49.95
Lloyd Men's Belts,Ledergürtel mit Dornschließe,Schwarz|Marineblau|Cognac ,85|90|95|100|105|110,"Herren Ledergürtel von Lloyd Belts|Beschichtetes Leder|Dornschließe|Metall-Logo|Gürtelbreite: 3,5 cm|Farbe Cognac |Artikelnummer 9221888",Hauptmaterial 1: 100% Leder,,35.95,35.95
!Solid,Loop-Schal mit grobem Maschenbild - meliert,Olivgrün,OS|1,"Herren Loop-Schal von !Solid|Weiches, wärmendes Material|Großes Maschenbild|Melangeoptik|In sich gedreht|Kleines Logo-Patch|Gerippter Abschluss|70 x 30 cm|Farbe Olivgrün|Artikelnummer 9546856",Hauptmaterial 1: 100% Polyacryl," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",19.95,9.95
Tommy Hilfiger,Strümpfe im 2er-Pack,Blau,39/42|43/46,Herren Strümpfe von Tommy Hilfiger|Baumwollmischung mit Stretch-Anteil|Gerippte Komfortbündchen|Eingewebtes Logo|Verstärkte Ferse und Spitze|2er-Pack|Farbe Blau|Artikelnummer 9622989,"Hauptmaterial 1: 75% Baumwolle, 23% Polyamid, 2% Elasthan", Normalwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,12.95,12.95
Under Armour,Sportsocken im 3er-Pack - HeatGear®,Weiß,L|LG|M|MD,"Herren Sportsocken von Under Armour|Atmungsaktives, feuchtigkeitsregulierendes Material|Modell UA HeatGear®|Rippenstruktur|Elastisches Bündchen|Eingewebtes Logo|3er-Pack|Farbe Weiß|Artikelnummer 9622920","Hauptmaterial 1: 77% Polyester, 21% Baumwolle, 2% Elasthan", Spezialschonwaschgang 40°| Nur Sauerstoffbleiche zulässig / keine Chlorbleiche| Trocknen mit reduzierter thermischer Beanspruchung| Nicht bügeln| Keine chemische Reinigung,19.95,19.95
Tommy Hilfiger,Manschettenknöpfe mit Streifen in Logofarben,Silber,OS|1,Herren Manschettenknöpfe von Tommy Hilfiger|Edelstahl|Stäbchenform|Eingravierte Streifen|Streifen in Logofarben|Farbe Silber|Artikelnummer 9543692,Hauptmaterial 1: 100% Edelstahl,,59.95,59.95
La Martina,Umhängetasche aus strapazierfähigem Material,Marineblau|Schwarz,OS|1,Herren Umhängetasche von La Martina|Strapazierfähiges Material|Außenfach mit Magnetverschluss|Hauptfach mit Reißverschluss|Zwei Steckfächer innen|Ein verstellbarer Schulterriemen|Logo-Aufnäher in Lederoptik|Höhe: 23 cm|Breite: 19 cm|Tiefe: 6 cm|Farbe Marineblau|Artikelnummer 9609833,Hauptmaterial 1: 100% Polyamid|Hauptmaterial 2: 100% Polyurethan|Futter 1: 100% Polyester,,69.95,69.95
Polo Ralph Lauren,Schirmmütze mit Logo-Stickerei,Hellgrau|Blau|Rot|Türkis|Rosa|Gras Grün|Gelb|Grün,OS|1,Herren Schirmmütze von Polo Ralph Lauren|Reine Baumwolle|Verstärkter Schirm|Eingestickte Luftlöcher|Verstellbarer Riegel auf der Rückseite|Logo-Stickerei|Farbe Blau|Artikelnummer 9610342,Hauptmaterial 1: 100% Baumwolle," Handwäsche| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",35.95,35.95
Drykorn,Schal mit eingewebtem Muster,Anthrazit|Dunkelblau,OS|1,Herren Schal von Drykorn|Viskose-Woll-Mix|Modell Omikron|Eingewebtes Muster|Kleines Logo-Patch|Ausgefranste Abschlüsse|170 x 65 cm|Farbe Dunkelblau|Artikelnummer 9507601,"Hauptmaterial 1: 50% Viskose, 50% Wolle"," Handwäsche| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",59.95,39.95
Christian Berg Men,Strümpfe im 2er-Pack ,Schwarz|Bottle|Marineblau,39/42|43/46,Herren Strümpfe von Christian Berg Men |Baumwollmischung mit Stretch-Anteil|Gerippte Komfortbündchen |Ein Paar mit eingearbeitetem Wintermotiv|2er-Pack |Farbe Schwarz|Artikelnummer 9541255,"Hauptmaterial 1: 80% Baumwolle, 17% Polyamid, 3% Elasthan"," Schonwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",6.95,4.95
Joop!,Kummerbund aus Seide mit Webmuster,Schwarz,OS|ONE,Herren Kummerbund von JOOP!|Reine Seide|Webmuster|Biesen|Verstellbare Weite|Hakenverschluss|Made in Italy|Farbe Schwarz|Artikelnummer 9654013,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",99.95,99.95
Calvin Klein Jeans,Kartenetui aus echtem Leder,Schwarz,OS,"Herren Kartenetui von Calvin Klein|Echtes Leder|Modell Elias|Vier Kartenfächer|Zierstreifen mit Logo-Print|Höhe: 7 cm|Breite: 10,5 cm|Farbe Schwarz|Artikelnummer 9553853",Hauptmaterial 1: 100% Leder, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,44.95,44.95
Gant,Schirmmütze mit Logo-Stickerei,Royalblau|Grün,OS|1,Herren Schirmmütze von GANT|Reine Baumwolle|Verstärkter Schirm|Verstellbarer Riegel auf der Rückseite|Logo-Stickerei|Farbe Royalblau|Artikelnummer 9629869,Hauptmaterial 1: 100% Baumwolle, Handwäsche| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung| Hängend trocknen,29.95,29.95
Paul Rosen Men,Einstecktuch aus reinem Leinen ,Mittelgrau|Blau,OS|1,Herren Einstecktuch von Paul Rosen |Reiner Leinen|Webstruktur|Verstärkte Kontrastabschlüsse|Made in Italy|31 x 31 cm |Farbe Mittelgrau|Artikelnummer 9638871,Hauptmaterial 1: 100% Leinen," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",29.95,29.95
adidas Originals,Sneakersocken mit eingewebtem Logo,Schwarz,39/42|43/46,Herren Sneakersocken von adidas Originals|Weiches Material mit Stretch-Anteil|Elastisches Bündchen|Anti-Slip-Print im Fersenbereich|Eingewebtes Logo|Farbe Schwarz|Artikelnummer 9633255,"Hauptmaterial 1: 63% Polyester, 35% Polyamid, 2% Elasthan", Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Nicht bügeln| Keine chemische Reinigung,9.95,9.95
Boss,Krawatte aus reiner Seide,Schwarz|Royalblau,OS|1,"Herrenkrawatte von BOSS|Reine Seide|Breite Form|Leicht schimmernde Textur|Made in Italy|Breite: 7,5 cm|Farbe Royalblau|Artikelnummer 3985671","Hauptmaterial 1: 100% Seide|Futter 1: 58% Acetat, 42% Viskose"," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",69.95,69.95
Blick,Fliege aus Seide mit Webmuster,Schwarz,OS|1,"Herren Fliege von Blick|Reine Seide|Webmuster|Strukturierte Oberfläche|Vorgebunden|Verstellbare Kragenweite|Hakenverschluss|Breite: 11,5 cm|Farbe Schwarz|Artikelnummer 9636118",Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",29.95,29.95
Jake*s,Krawatte aus reiner Seide,Marineblau,OS|1,Herren Krawatte von Jake*s|Reine Seide |Glänzendes Material|Schmale Form|Breite: 6 cm|Farbe Marineblau|Artikelnummer 974108,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",29.95,29.95
MCNEAL,Gürtel in Flechtoptik,Blau|Beige,85|90|95|100|105|110,"Herren Gürtel von MCNEAL|Geflochtenes, elastisches Material|Besatz aus echtem Leder|Dornschließe|Gürtelbreite: 3,5 cm|Farbe Blau|Artikelnummer 9654193","Hauptmaterial 1: 70% Polyester, 20% Elasthan, 10% Leder",,29.95,29.95
Calvin Klein,Sneakersocken im 2er-Pack,Weiß|Schwarz,39/42|43/46,Herren Sneakersocken von Calvin Klein|Baumwollmischung mit Stretch-Anteil|Schmale Komfortbündchen|Eingewebtes Logo|2er-Pack|Farbe Schwarz|Artikelnummer 9623155,"Hauptmaterial 1: 72% Baumwolle, 26% Polyamid, 2% Elasthan", Schonwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,11.95,11.95
Jake*s,Krawatte mit schmaler Form,Marineblau|Rot|Royalblau|Anthrazit,OS|1,Herren Krawatte von Jake*s|Reine Seide|Feine Webstruktur|Schimmernde Oberfläche|Schmale Form|Breite: 5 cm|Farbe Marineblau|Artikelnummer 974119,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",29.95,29.95
Under Armour,Sneakersocken im 3er-Pack - HeatGear®,Schwarz|Graphit|Weiß,L|LG|M|MD,"Herren Sneakersocken von Under Armour|Atmungsaktives, feuchtigkeitsregulierendes Material|Modell UA HeatGear®|Komfortbündchen mit eingearbeitetem Logo|Eingewebtes Muster|Verstärkte Ferse und Spitze|3er-Pack|Farbe Weiß|Artikelnummer 9622918","Hauptmaterial 1: 75% Polyester, 23% Baumwolle, 2% Elasthan", Normalwaschgang 40°| Nur Sauerstoffbleiche zulässig / keine Chlorbleiche| Trocknen mit reduzierter thermischer Beanspruchung| Nicht bügeln| Keine chemische Reinigung,14.95,14.95
G-Star Raw,Ledergürtel im Vintage Look,Schwarz|Dunkelbraun|Cognac ,85|90|95|100|105,"Herren Gürtel von G-Star RAW|Echtes Büffelnarbenleder|Modell Ladd Belt|Vintage Look|Dornschließe mit Logo-Gravur|Gürtelende mit Logo-Prägung|Gürtelbreite: 4,5 cm|Farbe Dunkelbraun|Artikelnummer 9564368",Hauptmaterial 1: 100% Büffelleder, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,49.95,49.95
OLYMP Level 5,Krawatte aus Seide mit Streifen-Dessin,Bleu|Marineblau|Schwarz,OS|N,Herren Krawatte von OLYMP Level 5|Reine Seide|Schmale Form |Feines Streifen-Dessin|Erhöhter Fleckschutz durch Nano-Technologie|Handgefertigt|Breite: 5 cm|Farbe Marineblau|Artikelnummer 9613171,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",29.95,29.95
Calvin Klein Jeans,Schal mit Logo-Muster,Schwarz|Mittelgrau,OS,"Herren Schal von Calvin Klein|Weiches, wärmendes Material|Modell Power Logo Scarf|Beidseitig tragbar|Eingestricktes Logo-Muster|190 x 30 cm|Farbe Mittelgrau|Artikelnummer 9536702",Hauptmaterial 1: 100% Polyacryl," Handwäsche| Nur Sauerstoffbleiche zulässig / keine Chlorbleiche| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung| Hängend trocknen| Im Schatten trocknen",49.95,39.95
OLYMP,Krawatte aus Seide mit Webmuster,Rot|Pink|Flieder|Türkis|Royalblau|Marineblau|Schwarz,OS|N,"Herren Krawatte von OLYMP|Reine Seide|Schmale Form |Feines Webmuster|Leicht schimmernde, strukturierte Oberfläche|Handgefertigt|Breite: 6 cm  |Farbe Schwarz|Artikelnummer 9606911",Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",29.95,29.95
Marc O'Polo,Mütze aus Wollmischung,Dunkelgrau meliert,OS|1,Herrenmütze von Marc O'Polo|Wollmischung|Melierter Glattstrick|Umschlag mit Logo-Aufnäher|Farbe Dunkelgrau meliert|Artikelnummer 9361130,"Hauptmaterial 1: 80% Wolle, 20% Polyamid"," Kein Trockner| Handwäsche| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung| Nicht bleichen",49.95,49.95
Boss,Strümpfe im 2er-Pack,Dunkelblau|Schwarz|Royalblau,39/42|43/46,Herren Strümpfe von BOSS |Baumwollmischung mit Stretch-Anteil|Geripptes Komfortbündchen|Eingewebtes Logo|Ein Paar mit Allover-Muster|2er-Pack|Farbe Schwarz|Artikelnummer 9586428,"Hauptmaterial 1: 75% Baumwolle, 23% Polyamid, 2% Elasthan", Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,17.95,17.95
Blick,Fliege mit Allover-Muster,Blau,OS|1,"Herren Fliege von Blick|Reine Baumwolle|Vorgebunden|Verstellbare Kragenweite|Hakenverschluss|Allover-Muster|Breite: 10,5 cm|Farbe Blau|Artikelnummer 9668956",Hauptmaterial 1: 100% Baumwolle," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",29.95,29.95
Boss,Krawatte aus reiner Seide,Marineblau,OS|1SIZE,"Herren Krawatte von BOSS|Reine Seide|Breite Form|Schimmernde Textur|Eingewebtes Punktemuster|Made in Italy|Breite: 7,5 cm|Farbe Marineblau|Artikelnummer 9559402",Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",79.95,79.95
Paul Rosen Men,Einstecktuch mit Paisley-Dessin,Hellblau|Rot,OS|1,Herren Einstecktuch von Paul Rosen|Viskose-Baumwoll-Mix|Webstruktur|Streifen- und Paisley-Dessin |Made in Italy|30 x 30 cm |Farbe Rot|Artikelnummer 9638870,"Hauptmaterial 1: 55% Viskose, 45% Baumwolle"," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",29.95,29.95
Jake*s,Krawatte mit schmaler Form,Marineblau|Rot|Royalblau|Anthrazit,OS|1,Herren Krawatte von Jake*s|Reine Seide|Feine Webstruktur|Schimmernde Oberfläche|Schmale Form|Breite: 5 cm|Farbe Royalblau|Artikelnummer 974125,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",29.95,29.95
Boss,Krawatte aus Seide mit Riffelstruktur,Ecru,OS|1SIZE,Herren Krawatte von BOSS|Reine Seide|Schmale Form|Feine Riffelstruktur|Made in Italy|Breite: 6 cm|Farbe Ecru|Artikelnummer 9559379,"Hauptmaterial 1: 100% Seide|Futter 1: 58% Acetat, 42% Viskose",,79.95,79.95
Joop!,Strickkrawatte aus reiner Baumwolle,Silber,OS|ONE,Herren Strickkrawatte von JOOP!|Reine Baumwolle|Klassische Form|Strukturiertes Maschenbild|Made in Italy|Breite: 6 cm|Farbe Silber|Artikelnummer 9602249,Hauptmaterial 1: 100% Baumwolle," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",59.95,59.95
La Martina,Mütze aus Feinstrick mit Kontrastumschlag,Dunkelblau,OS|1,Herren Mütze von La Martina|Wollmischung |Feinstrick|Umschlag in Kontrastfarbe|Eingearbeitetes Logo am Umschlag|Farbe Dunkelblau|Artikelnummer 9515577,"Hauptmaterial 1: 50% Wolle, 50% Polyacryl"," Handwäsche| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",39.95,29.95
Hugo,Krawatte mit feiner Webstruktur,Schwarz|Rot,OS|1,Herren Krawatte von HUGO|Seide-Baumwoll-Mix|Klassische Form|Feine Webstruktur|Made in Italy|Breite: 7 cm |Farbe Schwarz|Artikelnummer 9463808,"Hauptmaterial 1: 62% Seide, 19% Baumwolle, 19% Polyacryl|Futter 1: 100% Polyester"," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",49.95,49.95
Tiger Of Sweden,Krawatte aus reiner Seide,Mittelgrau|Grün|Blau|Schwarz|Rosa,OS|1,Herren Krawatte von Tiger of Sweden|Reine Seide|Klassische Form|Webstruktur|Made in Italy|Breite: 7 cm|Farbe Mittelgrau|Artikelnummer 9593154,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",69.95,69.95
La Martina,Weekender mit abnehmbarem Schulterriemen,Marineblau,OS|1,"Herren Weekender von La Martina|Strapazierfähiges Material|Zwei Außenfächer mit Reißverschluss|Hauptfach mit Reißverschluss|Zwei Steckfächer und zwei Reißverschlussfächer innen|Zwei Trageriemen|Ein abnehmbarer, verstellbarer Schulterriemen|Kontrastdetails in Lederoptik|Höhe: 34 cm|Breite: 48 cm|Tiefe: 19 cm|Riemenlänge: 35 cm|Farbe Marineblau|Artikelnummer 9609832",Hauptmaterial 1: 100% Polyamid|Hauptmaterial 2: 100% Polyurethan|Futter 1: 100% Polyester,,139.95,139.95
Drykorn,Fliege aus reiner Baumwolle,Anthrazit,OS|1,"Herren Fliege von DRYKORN|Reine Baumwolle|Modell Lukas|Vorgebunden|Verstellbare Kragenweite|Hakenverschluss|Gittermuster|Breite: 11,5 cm|Farbe Anthrazit|Artikelnummer 9614372",Hauptmaterial 1: 100% Baumwolle," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",49.95,49.95
Hugo,Einstecktuch aus reiner Seide,Bleu|Hellblau|Bleu|Marineblau|Blau,OS|1SIZE,Herren Einstecktuch von HUGO|Reine Seide|Eingefasste Nahtabschlüsse|Allover-Muster|Made in Italy|33 x 33 cm|Farbe Hellblau|Artikelnummer 9584269,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",29.95,29.95
Boss,Schal mit feinem Streifenmuster,Mittelgrau,OS|1SIZE,Herren Schal von BOSS|Schurwollmischung mit Seide-Anteil |Modell T-Herasio|Feines Streifenmuster|Feine Fransen an den Abschlüssen |184 x 64 cm|Farbe Mittelgrau|Artikelnummer 9502887,"Hauptmaterial 1: 60% Schurwolle, 40% Seide"," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",149.95,119.95
Montego,Gürtel aus Leder,Dunkelbraun,80|85|90|95|100|105|110|115,"Herren Gürtel von Montego|Leder|Feinstrukturierte Oberfläche|Matte Metall-Schließe|Leicht abgerundeter Abschluss|Gürtelbreite: 2,5 cm|Farbe Dunkelbraun|Artikelnummer 974261",Hauptmaterial 1: 100% Leder,,19.95,19.95
Boss,Ledergürtel mit silberner Pinschließe,Schwarz,85|90|95|100|105,"Herrengürtel von BOSS|Glattleder|Modell Baxton|Pinschließe aus silbernem Metall|Logo-Prägung|Lederschlaufe|Breite: 3,4 cm|Farbe Schwarz|Artikelnummer 9266466",Hauptmaterial 1: 100% Leder,,89.95,89.95
Joop!,Fliege aus reiner Seide,Schwarz,OS|ONE,Herren Fliege von JOOP!|Reine Seide|Eingewebtes Muster|Vorgebunden|Verstellbare Kragenweite|Hakenverschluss|Breite: 12 cm|Farbe Schwarz|Artikelnummer 9569622,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",49.95,49.95
MCNEAL,Strickmütze aus Baumwollmischung,Anthrazit meliert|Schwarz|Marineblau|Bordeaux Rot,OS|1,Herren Strickmütze von MCNEAL|Baumwollmischung|Rippenstrick|Fixierter Umschlag|Farbe Schwarz|Artikelnummer 9556386,"Hauptmaterial 1: 60% Baumwolle, 40% Polyacryl"," Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",15.95,4.95
Superdry,Sporttasche mit großen Logo-Prints,Schwarz|Marineblau,OS|1,Herren Sporttasche von Superdry|Strapazierfähiges Material|Große Logo-Prints|Hauptfach mit Reißverschluss|Zwei Trageriemen|Verstellbarer Schulterriemen|Verstärkter Boden|Höhe: 29 cm|Breite: 52 cm|Tiefe: 26 cm|Riemenlänge: 60 cm|Farbe Schwarz|Artikelnummer 9585174,Hauptmaterial 1: 100% Polyester, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,59.95,59.95
Lacoste,Chronograph mit Armband aus Silikon,Grün,OS|1,"Herren Chronograph von Lacoste|Gehäuse aus robustem Kunststoff|Modell Lacoste.12.12|Poloshirt in a Watch Kollektion|Stunden, Minuten, Sekunden, Stoppfunktion|Armband aus Silikon mit feiner Struktur|Dornschließe|Rückgabe nur mit Schutzfolie(n) möglich|Farbe Grün|Artikelnummer 9543656",Hauptmaterial 1: 100% Kunststoff|Hauptmaterial 2: 100% Silikon,,175.95,175.95
Hugo,Krawatte aus Seide mit Webmuster,Marineblau|Bordeaux Rot,OS|1SIZE,Herren Krawatte von HUGO|Reine Seide|Klassische Form|Webmuster|Made in Italy|Breite: 7 cm|Farbe Marineblau|Artikelnummer 9584602,Hauptmaterial 1: 100% Seide|Futter 1: 100% Polyester," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",49.95,49.95
